Name,Position,General,Defending,Mental,Passing,Mobility,Power,Rating,Shooting,Flag,Age,Nationality,Photo,Club_Logo,Club,media_puntaje
J. Tavernier,RB,74,49,73,74,78,78,77,73,https://cdn.sofifa.com/flags/gb-eng.png,29,England,https://cdn.sofifa.com/players/195/479/22_60.png,https://cdn.sofifa.com/teams/86/30.png,Rangers FC,72.0
O. Zinchenko,SUB,78,52,77,81,76,72,82,67,https://cdn.sofifa.com/flags/ua.png,24,Ukraine,https://cdn.sofifa.com/players/227/813/22_60.png,https://cdn.sofifa.com/teams/10/30.png,Manchester City,73.125
Pizzi,SUB,74,40,78,81,78,70,81,77,https://cdn.sofifa.com/flags/pt.png,31,Portugal,https://cdn.sofifa.com/players/197/965/22_60.png,https://cdn.sofifa.com/teams/234/30.png,SL Benfica,72.375
17 P. Lahm,RB,77,89,79,82,77,76,88,60,https://cdn.sofifa.com/flags/de.png,32,Germany,https://cdn.sofifa.com/players/121/939/17_60.png,https://cdn.sofifa.com/teams/21/30.png,FC Bayern München,78.5
H. Mkhitaryan,LM,79,36,76,77,84,76,83,76,https://cdn.sofifa.com/flags/am.png,32,Armenia,https://cdn.sofifa.com/players/192/883/22_60.png,https://cdn.sofifa.com/teams/52/30.png,Roma,73.375
M. Rashford,SUB,80,24,72,77,87,78,87,82,https://cdn.sofifa.com/flags/gb-eng.png,23,England,https://cdn.sofifa.com/players/231/677/22_60.png,https://cdn.sofifa.com/teams/11/30.png,Manchester United,73.375
L. Martínez,LS,83,25,76,69,86,85,87,74,https://cdn.sofifa.com/flags/ar.png,23,Argentina,https://cdn.sofifa.com/players/231/478/22_60.png,https://cdn.sofifa.com/teams/44/30.png,Inter,73.125
H. Son,LW,81,22,73,80,88,72,89,82,https://cdn.sofifa.com/flags/kr.png,28,Korea Republic,https://cdn.sofifa.com/players/200/104/22_60.png,https://cdn.sofifa.com/teams/18/30.png,Tottenham Hotspur,73.375
D. van de Beek,SUB,77,47,78,75,73,74,84,74,https://cdn.sofifa.com/flags/nl.png,24,Netherlands,https://cdn.sofifa.com/players/221/363/22_60.png,https://cdn.sofifa.com/teams/11/30.png,Manchester United,72.75
T. Koopmeiners,SUB,72,50,75,80,69,77,82,75,https://cdn.sofifa.com/flags/nl.png,23,Netherlands,https://cdn.sofifa.com/players/240/679/22_60.png,https://cdn.sofifa.com/teams/39/30.png,Atalanta,72.5
J. Milner,SUB,76,53,79,82,66,70,79,76,https://cdn.sofifa.com/flags/gb-eng.png,35,England,https://cdn.sofifa.com/players/138/412/22_60.png,https://cdn.sofifa.com/teams/9/30.png,Liverpool,72.625
19 Filipe Luís,LB,76,83,79,81,78,73,85,64,https://cdn.sofifa.com/flags/br.png,32,Brazil,https://cdn.sofifa.com/players/164/169/19_60.png,https://cdn.sofifa.com/teams/240/30.png,Atlético de Madrid,77.375
Sérgio Oliveira,LCM,76,44,78,82,66,67,80,81,https://cdn.sofifa.com/flags/pt.png,29,Portugal,https://cdn.sofifa.com/players/198/031/22_60.png,https://cdn.sofifa.com/teams/236/30.png,FC Porto,71.75
A. Golovin,LF,71,46,77,78,83,73,81,70,https://cdn.sofifa.com/flags/ru.png,25,Russia,https://cdn.sofifa.com/players/225/663/22_60.png,https://cdn.sofifa.com/teams/69/30.png,AS Monaco,72.375
Z. Junuzović,RES,75,43,74,78,75,75,76,76,https://cdn.sofifa.com/flags/at.png,33,Austria,https://cdn.sofifa.com/players/173/474/22_60.png,https://cdn.sofifa.com/teams/191/30.png,FC Red Bull Salzburg,71.5
20 T. Vilhena,SUB,75,47,76,77,76,81,80,70,https://cdn.sofifa.com/flags/nl.png,24,Netherlands,https://cdn.sofifa.com/players/203/535/20_60.png,https://cdn.sofifa.com/flags/nl.png,No Club,72.75
M. Hamšík,LCM,79,43,76,81,72,74,80,76,https://cdn.sofifa.com/flags/sk.png,33,Slovakia,https://cdn.sofifa.com/players/171/877/22_60.png,https://cdn.sofifa.com/teams/436/30.png,Trabzonspor,72.625
J. Ward-Prowse,RCM,77,46,73,86,68,74,82,76,https://cdn.sofifa.com/flags/gb-eng.png,26,England,https://cdn.sofifa.com/players/205/569/22_60.png,https://cdn.sofifa.com/teams/17/30.png,Southampton,72.75
C. Aránguiz,RDM,70,49,77,80,73,73,80,73,https://cdn.sofifa.com/flags/cl.png,32,Chile,https://cdn.sofifa.com/players/199/042/22_60.png,https://cdn.sofifa.com/teams/32/30.png,Bayer 04 Leverkusen,71.875
Ander Herrera,RCM,75,52,80,77,71,72,79,71,https://cdn.sofifa.com/flags/es.png,31,Spain,https://cdn.sofifa.com/players/191/740/22_60.png,https://cdn.sofifa.com/teams/73/30.png,Paris Saint-Germain,72.125
Fernandinho,SUB,74,55,78,77,68,76,83,71,https://cdn.sofifa.com/flags/br.png,36,Brazil,https://cdn.sofifa.com/players/135/507/22_60.png,https://cdn.sofifa.com/teams/10/30.png,Manchester City,72.75
M. Uribe,RCM,71,49,76,75,77,80,79,68,https://cdn.sofifa.com/flags/co.png,30,Colombia,https://cdn.sofifa.com/players/214/047/22_60.png,https://cdn.sofifa.com/teams/236/30.png,FC Porto,71.875
G. Bonaventura,RCM,78,46,74,80,72,70,78,76,https://cdn.sofifa.com/flags/it.png,31,Italy,https://cdn.sofifa.com/players/189/125/22_60.png,https://cdn.sofifa.com/teams/110374/30.png,Fiorentina,71.75
G. Kondogbia,CDM,73,53,81,75,72,80,79,67,https://cdn.sofifa.com/flags/cf.png,28,Central African Republic,https://cdn.sofifa.com/players/201/455/22_60.png,https://cdn.sofifa.com/teams/240/30.png,Atlético de Madrid,72.5
Lucas Vázquez,SUB,75,45,76,79,82,74,81,69,https://cdn.sofifa.com/flags/es.png,30,Spain,https://cdn.sofifa.com/players/208/618/22_60.png,https://cdn.sofifa.com/teams/243/30.png,Real Madrid CF,72.625
16 Michel Bastos,RW,77,69,55,77,80,72,78,75,https://cdn.sofifa.com/flags/br.png,31,Brazil,https://cdn.sofifa.com/players/139/843/16_60.png,https://cdn.sofifa.com/teams/598/30.png,São Paulo,72.875
K. Laimer,RDM,74,51,79,79,80,76,83,62,https://cdn.sofifa.com/flags/at.png,24,Austria,https://cdn.sofifa.com/players/225/375/22_60.png,https://cdn.sofifa.com/teams/112172/30.png,RB Leipzig,73.0
16 Maicon,SUB,76,76,58,80,74,72,77,73,https://cdn.sofifa.com/flags/br.png,33,Brazil,https://cdn.sofifa.com/players/135/455/16_60.png,https://cdn.sofifa.com/teams/52/30.png,Roma,73.25
T. Müller,CAM,81,34,77,83,75,75,87,77,https://cdn.sofifa.com/flags/de.png,31,Germany,https://cdn.sofifa.com/players/189/596/22_60.png,https://cdn.sofifa.com/teams/21/30.png,FC Bayern München,73.625
17 B. Trémoulinas,RES,76,80,73,81,82,76,81,63,https://cdn.sofifa.com/flags/fr.png,30,France,https://cdn.sofifa.com/players/177/635/17_60.png,https://cdn.sofifa.com/teams/481/30.png,Sevilla FC,76.5
A. Rabiot,LDM,72,52,76,78,76,77,82,71,https://cdn.sofifa.com/flags/fr.png,26,France,https://cdn.sofifa.com/players/210/008/22_60.png,https://cdn.sofifa.com/teams/45/30.png,Juventus,73.0
16 Raúl Meireles,SUB,74,70,62,76,73,74,76,77,https://cdn.sofifa.com/flags/pt.png,32,Portugal,https://cdn.sofifa.com/players/148/224/16_60.png,https://cdn.sofifa.com/teams/326/30.png,Fenerbahçe SK,72.75
J. Vardy,ST,77,35,78,68,84,74,86,79,https://cdn.sofifa.com/flags/gb-eng.png,34,England,https://cdn.sofifa.com/players/208/830/22_60.png,https://cdn.sofifa.com/teams/95/30.png,Leicester City,72.625
J. Kucka,LDM,74,52,77,73,66,79,77,74,https://cdn.sofifa.com/flags/sk.png,34,Slovakia,https://cdn.sofifa.com/players/190/875/22_60.png,https://cdn.sofifa.com/teams/1795/30.png,Watford,71.5
P. Dybala,CAM,83,27,67,83,85,75,88,86,https://cdn.sofifa.com/flags/ar.png,27,Argentina,https://cdn.sofifa.com/players/211/110/22_60.png,https://cdn.sofifa.com/teams/45/30.png,Juventus,74.25
T. Savanier,CAM,73,47,80,83,74,67,80,74,https://cdn.sofifa.com/flags/fr.png,29,France,https://cdn.sofifa.com/players/205/686/22_60.png,https://cdn.sofifa.com/teams/70/30.png,Montpellier Hérault SC,72.25
Campaña,LCM,80,46,76,82,72,74,82,73,https://cdn.sofifa.com/flags/es.png,28,Spain,https://cdn.sofifa.com/players/199/823/22_60.png,https://cdn.sofifa.com/teams/1853/30.png,Levante Unión Deportiva,73.125
21 Hulk,LW,78,26,73,76,78,85,80,81,https://cdn.sofifa.com/flags/br.png,33,Brazil,https://cdn.sofifa.com/players/189/362/21_60.png,https://cdn.sofifa.com/teams/112540/30.png,Shanghai Port FC,72.125
Adryan Zonta,LB,71,47,70,78,87,79,81,67,https://cdn.sofifa.com/flags/br.png,29,Brazil,https://cdn.sofifa.com/players/230/256/22_60.png,https://cdn.sofifa.com/teams/112472/30.png,RB Bragantino,72.5
Jorginho,LCM,74,51,80,85,68,71,85,72,https://cdn.sofifa.com/flags/it.png,29,Italy,https://cdn.sofifa.com/players/205/498/22_60.png,https://cdn.sofifa.com/teams/5/30.png,Chelsea,73.25
Jonathan Viera,CAM,76,39,73,78,83,71,81,74,https://cdn.sofifa.com/flags/es.png,31,Spain,https://cdn.sofifa.com/players/198/164/22_60.png,https://cdn.sofifa.com/teams/472/30.png,Unión Deportiva Las Palmas,71.875
Gerson,LM,74,53,78,79,78,76,82,63,https://cdn.sofifa.com/flags/br.png,24,Brazil,https://cdn.sofifa.com/players/229/927/22_60.png,https://cdn.sofifa.com/teams/219/30.png,Olympique de Marseille,72.875
I. Rakitić,SUB,77,50,78,85,66,59,82,80,https://cdn.sofifa.com/flags/hr.png,33,Croatia,https://cdn.sofifa.com/players/168/651/22_60.png,https://cdn.sofifa.com/teams/481/30.png,Sevilla FC,72.125
Marcos Alonso,LWB,82,52,73,79,65,72,79,76,https://cdn.sofifa.com/flags/es.png,30,Spain,https://cdn.sofifa.com/players/192/638/22_60.png,https://cdn.sofifa.com/teams/5/30.png,Chelsea,72.25
Allan,LDM,72,56,81,78,77,78,83,62,https://cdn.sofifa.com/flags/br.png,30,Brazil,https://cdn.sofifa.com/players/199/914/22_60.png,https://cdn.sofifa.com/teams/7/30.png,Everton,73.375
L. Shaw,LB,81,54,81,79,78,80,85,54,https://cdn.sofifa.com/flags/gb-eng.png,25,England,https://cdn.sofifa.com/players/205/988/22_60.png,https://cdn.sofifa.com/teams/11/30.png,Manchester United,74.0
R. Vormer,RCM,72,48,79,78,64,76,78,76,https://cdn.sofifa.com/flags/nl.png,33,Netherlands,https://cdn.sofifa.com/players/178/415/22_60.png,https://cdn.sofifa.com/teams/231/30.png,Club Brugge KV,71.375
21 Santi Cazorla,SUB,80,41,79,85,70,65,82,79,https://cdn.sofifa.com/flags/es.png,35,Spain,https://cdn.sofifa.com/players/146/562/21_60.png,https://cdn.sofifa.com/flags/es.png,No Club,72.625
Bernardo Silva,SUB,79,36,76,82,84,72,86,72,https://cdn.sofifa.com/flags/pt.png,26,Portugal,https://cdn.sofifa.com/players/218/667/22_60.png,https://cdn.sofifa.com/teams/10/30.png,Manchester City,73.375
C. Erkin,LB,75,49,76,78,72,70,75,76,https://cdn.sofifa.com/flags/tr.png,32,Turkey,https://cdn.sofifa.com/players/171/875/22_60.png,https://cdn.sofifa.com/teams/111117/30.png,Fatih Karagümrük S.K.,71.375
Danilo,RB,75,55,75,76,72,74,81,70,https://cdn.sofifa.com/flags/br.png,29,Brazil,https://cdn.sofifa.com/players/199/304/22_60.png,https://cdn.sofifa.com/teams/45/30.png,Juventus,72.25
A. Correa,SUB,82,32,74,74,86,72,84,76,https://cdn.sofifa.com/flags/ar.png,26,Argentina,https://cdn.sofifa.com/players/214/997/22_60.png,https://cdn.sofifa.com/teams/240/30.png,Atlético de Madrid,72.5
C. Nkunku,RAM,78,47,73,81,80,70,84,72,https://cdn.sofifa.com/flags/fr.png,23,France,https://cdn.sofifa.com/players/232/411/22_60.png,https://cdn.sofifa.com/teams/112172/30.png,RB Leipzig,73.125
M. Reus,CAM,76,31,71,83,79,71,85,83,https://cdn.sofifa.com/flags/de.png,32,Germany,https://cdn.sofifa.com/players/188/350/22_60.png,https://cdn.sofifa.com/teams/22/30.png,Borussia Dortmund,72.375
João Moutinho,LCM,78,46,77,85,62,72,80,75,https://cdn.sofifa.com/flags/pt.png,34,Portugal,https://cdn.sofifa.com/players/162/347/22_60.png,https://cdn.sofifa.com/teams/110/30.png,Wolverhampton Wanderers,71.875
D. Caligiuri,LCM,73,47,74,78,71,75,77,76,https://cdn.sofifa.com/flags/it.png,33,Italy,https://cdn.sofifa.com/players/197/083/22_60.png,https://cdn.sofifa.com/teams/100409/30.png,FC Augsburg,71.375
K. Volland,RF,79,28,76,78,76,84,83,82,https://cdn.sofifa.com/flags/de.png,28,Germany,https://cdn.sofifa.com/players/200/610/22_60.png,https://cdn.sofifa.com/teams/69/30.png,AS Monaco,73.25
B. Bourigeaud,RCM,74,42,76,79,72,74,78,75,https://cdn.sofifa.com/flags/fr.png,27,France,https://cdn.sofifa.com/players/214/097/22_60.png,https://cdn.sofifa.com/teams/74/30.png,Stade Rennais FC,71.25
M. Kovačić,SUB,75,46,78,82,78,75,84,70,https://cdn.sofifa.com/flags/hr.png,27,Croatia,https://cdn.sofifa.com/players/207/410/22_60.png,https://cdn.sofifa.com/teams/5/30.png,Chelsea,73.5
Juan Bernat,LB,74,53,77,79,83,75,82,60,https://cdn.sofifa.com/flags/es.png,28,Spain,https://cdn.sofifa.com/players/205/069/22_60.png,https://cdn.sofifa.com/teams/73/30.png,Paris Saint-Germain,72.875
Richarlison,LM,82,35,74,71,82,80,84,75,https://cdn.sofifa.com/flags/br.png,24,Brazil,https://cdn.sofifa.com/players/231/943/22_60.png,https://cdn.sofifa.com/teams/7/30.png,Everton,72.875
D. Klaassen,SUB,73,47,79,74,73,75,79,73,https://cdn.sofifa.com/flags/nl.png,28,Netherlands,https://cdn.sofifa.com/players/203/483/22_60.png,https://cdn.sofifa.com/teams/245/30.png,Ajax,71.625
Carvajal,RB,77,55,79,80,80,80,85,51,https://cdn.sofifa.com/flags/es.png,29,Spain,https://cdn.sofifa.com/players/204/963/22_60.png,https://cdn.sofifa.com/teams/243/30.png,Real Madrid CF,73.375
Rafinha,SUB,76,47,76,79,76,72,80,72,https://cdn.sofifa.com/flags/br.png,28,Brazil,https://cdn.sofifa.com/players/201/400/22_60.png,https://cdn.sofifa.com/teams/73/30.png,Paris Saint-Germain,72.25
E. Bardhi,LM,76,43,73,76,79,64,80,83,https://cdn.sofifa.com/flags/mk.png,25,North Macedonia,https://cdn.sofifa.com/players/237/239/22_60.png,https://cdn.sofifa.com/teams/1853/30.png,Levante Unión Deportiva,71.75
A. Oxlade-Chamberlain,SUB,70,47,77,78,80,76,79,70,https://cdn.sofifa.com/flags/gb-eng.png,27,England,https://cdn.sofifa.com/players/198/784/22_60.png,https://cdn.sofifa.com/teams/9/30.png,Liverpool,72.125
M. Casco,RB,76,48,77,72,81,78,77,66,https://cdn.sofifa.com/flags/ar.png,33,Argentina,https://cdn.sofifa.com/players/215/071/22_60.png,https://cdn.sofifa.com/teams/1876/30.png,River Plate,71.875
M. Dembélé,LCM,77,47,77,76,72,80,79,67,https://cdn.sofifa.com/flags/be.png,33,Belgium,https://cdn.sofifa.com/players/162/240/22_60.png,https://cdn.sofifa.com/teams/112429/30.png,Guangzhou City,71.875
O. Trejo,CAM,73,45,72,75,77,77,75,72,https://cdn.sofifa.com/flags/ar.png,33,Argentina,https://cdn.sofifa.com/players/173/030/22_60.png,https://cdn.sofifa.com/teams/480/30.png,Rayo Vallecano,70.75
R. Karsdorp,RB,74,52,75,77,79,74,78,64,https://cdn.sofifa.com/flags/nl.png,26,Netherlands,https://cdn.sofifa.com/players/222/558/22_60.png,https://cdn.sofifa.com/teams/52/30.png,Roma,71.625
B. André,RCM,75,53,79,76,71,84,81,60,https://cdn.sofifa.com/flags/fr.png,30,France,https://cdn.sofifa.com/players/190/674/22_60.png,https://cdn.sofifa.com/teams/65/30.png,LOSC Lille,72.375
19 Ramires,SUB,76,77,75,74,80,76,80,65,https://cdn.sofifa.com/flags/br.png,31,Brazil,https://cdn.sofifa.com/players/184/943/19_60.png,https://cdn.sofifa.com/teams/112162/30.png,Jiangsu FC,75.375
Morales,LS,79,33,72,74,83,73,81,79,https://cdn.sofifa.com/flags/es.png,33,Spain,https://cdn.sofifa.com/players/216/475/22_60.png,https://cdn.sofifa.com/teams/1853/30.png,Levante Unión Deportiva,71.75
K. Boateng,LCM,80,46,76,75,70,70,78,76,https://cdn.sofifa.com/flags/gh.png,34,Ghana,https://cdn.sofifa.com/players/173/909/22_60.png,https://cdn.sofifa.com/teams/166/30.png,Hertha BSC,71.375
Gerard Moreno,ST,82,27,69,78,81,75,86,80,https://cdn.sofifa.com/flags/es.png,29,Spain,https://cdn.sofifa.com/players/208/093/22_60.png,https://cdn.sofifa.com/teams/483/30.png,Villarreal CF,72.25
T. Ndombele,SUB,77,48,78,80,77,74,84,68,https://cdn.sofifa.com/flags/fr.png,24,France,https://cdn.sofifa.com/players/235/569/22_60.png,https://cdn.sofifa.com/teams/18/30.png,Tottenham Hotspur,73.25
M. de Roon,RCM,71,55,77,74,69,80,82,68,https://cdn.sofifa.com/flags/nl.png,30,Netherlands,https://cdn.sofifa.com/players/208/461/22_60.png,https://cdn.sofifa.com/teams/39/30.png,Atalanta,72.0
N. Fekir,CAM,77,24,73,80,82,79,84,80,https://cdn.sofifa.com/flags/fr.png,27,France,https://cdn.sofifa.com/players/216/594/22_60.png,https://cdn.sofifa.com/teams/449/30.png,Real Betis Balompié,72.375
R. Pereyra,CM,76,49,75,78,77,75,80,73,https://cdn.sofifa.com/flags/ar.png,30,Argentina,https://cdn.sofifa.com/players/193/061/22_60.png,https://cdn.sofifa.com/teams/55/30.png,Udinese Calcio,72.875
K. Benzema,CF,87,14,74,78,80,78,89,83,https://cdn.sofifa.com/flags/fr.png,33,France,https://cdn.sofifa.com/players/165/153/22_60.png,https://cdn.sofifa.com/teams/243/30.png,Real Madrid CF,72.875
M. Sanson,SUB,73,48,75,76,74,75,76,72,https://cdn.sofifa.com/flags/fr.png,26,France,https://cdn.sofifa.com/players/210/896/22_60.png,https://cdn.sofifa.com/teams/2/30.png,Aston Villa,71.125
18 Gabi,RCM,72,76,80,78,70,70,81,74,https://cdn.sofifa.com/flags/es.png,33,Spain,https://cdn.sofifa.com/players/146/954/18_60.png,https://cdn.sofifa.com/teams/240/30.png,Atlético de Madrid,75.125
N. Stanciu,CAM,77,38,71,80,78,74,78,76,https://cdn.sofifa.com/flags/ro.png,28,Romania,https://cdn.sofifa.com/players/212/207/22_60.png,https://cdn.sofifa.com/teams/266/30.png,SK Slavia Praha,71.5
G. Moreno,RS,79,37,71,73,72,82,77,76,https://cdn.sofifa.com/flags/co.png,35,Colombia,https://cdn.sofifa.com/players/196/147/22_60.png,https://cdn.sofifa.com/teams/110955/30.png,Shanghai Shenhua FC,70.875
D. Alli,LCM,81,42,76,78,73,73,81,75,https://cdn.sofifa.com/flags/gb-eng.png,25,England,https://cdn.sofifa.com/players/211/117/22_60.png,https://cdn.sofifa.com/teams/18/30.png,Tottenham Hotspur,72.375
H. Aouar,LM,78,41,76,77,78,73,84,72,https://cdn.sofifa.com/flags/fr.png,23,France,https://cdn.sofifa.com/players/234/906/22_60.png,https://cdn.sofifa.com/teams/66/30.png,Olympique Lyonnais,72.375
P. Zieliński,LCM,76,48,74,81,82,66,82,71,https://cdn.sofifa.com/flags/pl.png,27,Poland,https://cdn.sofifa.com/players/210/406/22_60.png,https://cdn.sofifa.com/teams/48/30.png,Napoli,72.5
M. Antonio,ST,76,36,71,74,82,83,79,72,https://cdn.sofifa.com/flags/jm.png,31,Jamaica,https://cdn.sofifa.com/players/190/717/22_60.png,https://cdn.sofifa.com/teams/19/30.png,West Ham United,71.625
A. Davies,LB,74,52,74,71,90,78,86,61,https://cdn.sofifa.com/flags/ca.png,20,Canada,https://cdn.sofifa.com/players/234/396/22_60.png,https://cdn.sofifa.com/teams/21/30.png,FC Bayern München,73.25
Fabián,CDM,78,51,77,78,70,67,84,72,https://cdn.sofifa.com/flags/es.png,25,Spain,https://cdn.sofifa.com/players/226/271/22_60.png,https://cdn.sofifa.com/teams/48/30.png,Napoli,72.125
17 Maxwell,SUB,74,78,75,83,74,74,79,66,https://cdn.sofifa.com/flags/br.png,34,Brazil,https://cdn.sofifa.com/players/053/405/17_60.png,https://cdn.sofifa.com/teams/73/30.png,Paris Saint-Germain,75.375
E. Pérez,RDM,72,53,79,77,73,73,80,67,https://cdn.sofifa.com/flags/ar.png,35,Argentina,https://cdn.sofifa.com/players/196/432/22_60.png,https://cdn.sofifa.com/teams/1876/30.png,River Plate,71.75
19 Y. Rakitskyi,LCB,72,81,74,77,71,78,80,68,https://cdn.sofifa.com/flags/ua.png,28,Ukraine,https://cdn.sofifa.com/players/195/861/19_60.png,https://cdn.sofifa.com/teams/101059/30.png,Shakhtar Donetsk,75.125
M. Locatelli,RDM,74,52,77,79,68,73,84,69,https://cdn.sofifa.com/flags/it.png,23,Italy,https://cdn.sofifa.com/players/222/077/22_60.png,https://cdn.sofifa.com/teams/45/30.png,Juventus,72.0
18 Eliseu,SUB,70,75,73,72,74,75,76,72,https://cdn.sofifa.com/flags/pt.png,33,Portugal,https://cdn.sofifa.com/players/002/492/18_60.png,https://cdn.sofifa.com/teams/234/30.png,SL Benfica,73.375
M. Arnautović,ST,79,27,71,77,76,80,81,79,https://cdn.sofifa.com/flags/at.png,32,Austria,https://cdn.sofifa.com/players/184/200/22_60.png,https://cdn.sofifa.com/teams/189/30.png,Bologna,71.25
W. Ndidi,LDM,70,58,78,69,72,81,86,64,https://cdn.sofifa.com/flags/ng.png,24,Nigeria,https://cdn.sofifa.com/players/226/790/22_60.png,https://cdn.sofifa.com/teams/95/30.png,Leicester City,72.25
Álex Berenguer,RM,72,43,74,73,83,72,80,74,https://cdn.sofifa.com/flags/es.png,25,Spain,https://cdn.sofifa.com/players/225/201/22_60.png,https://cdn.sofifa.com/teams/448/30.png,Athletic Club de Bilbao,71.375
R. Sterling,SUB,74,33,68,77,92,73,88,75,https://cdn.sofifa.com/flags/gb-eng.png,26,England,https://cdn.sofifa.com/players/202/652/22_60.png,https://cdn.sofifa.com/teams/10/30.png,Manchester City,72.5
P. Max,LB,72,50,73,81,80,76,80,65,https://cdn.sofifa.com/flags/de.png,27,Germany,https://cdn.sofifa.com/players/212/187/22_60.png,https://cdn.sofifa.com/teams/247/30.png,PSV,72.125
A. Guardado,LDM,73,50,75,78,71,75,78,72,https://cdn.sofifa.com/flags/mx.png,34,Mexico,https://cdn.sofifa.com/players/171/897/22_60.png,https://cdn.sofifa.com/teams/449/30.png,Real Betis Balompié,71.5
G. Di Lorenzo,RB,73,51,71,75,80,81,80,66,https://cdn.sofifa.com/flags/it.png,27,Italy,https://cdn.sofifa.com/players/217/870/22_60.png,https://cdn.sofifa.com/teams/48/30.png,Napoli,72.125
Gabriel,SUB,76,48,77,73,65,76,76,72,https://cdn.sofifa.com/flags/br.png,27,Brazil,https://cdn.sofifa.com/players/208/141/22_60.png,https://cdn.sofifa.com/teams/234/30.png,SL Benfica,70.375
M. Camara,RCM,72,48,77,75,76,79,80,68,https://cdn.sofifa.com/flags/gn.png,24,Guinea,https://cdn.sofifa.com/players/237/520/22_60.png,https://cdn.sofifa.com/teams/280/30.png,Olympiacos CFP,71.875
L. Spinazzola,RES,74,51,74,75,87,71,83,59,https://cdn.sofifa.com/flags/it.png,28,Italy,https://cdn.sofifa.com/players/202/884/22_60.png,https://cdn.sofifa.com/teams/52/30.png,Roma,71.75
21 Wendel,LCM,72,48,76,76,78,71,84,73,https://cdn.sofifa.com/flags/br.png,22,Brazil,https://cdn.sofifa.com/players/238/359/21_60.png,https://cdn.sofifa.com/teams/237/30.png,Sporting CP,72.25
A. Claude-Maurice,SUB,74,43,72,73,83,72,80,70,https://cdn.sofifa.com/flags/fr.png,23,France,https://cdn.sofifa.com/players/236/477/22_60.png,https://cdn.sofifa.com/teams/72/30.png,OGC Nice,70.875
